time_s,activity
1.499135971069335938e+00,7.324218750000000000e-04
1.507328033447265625e+00,9.765625000000000000e-04
1.515519976615905762e+00,4.882812500000000000e-04
1.523712038993835449e+00,2.441406250000000000e-04
1.531903982162475586e+00,4.882812500000000000e-04
1.540096044540405273e+00,2.441406250000000000e-04
1.548287987709045410e+00,9.765625000000000000e-04
1.556480050086975098e+00,0.000000000000000000e+00
1.564671993255615234e+00,4.882812500000000000e-04
1.572864055633544922e+00,2.441406250000000000e-04
1.581055998802185059e+00,2.441406250000000000e-04
1.589247941970825195e+00,2.441406250000000000e-04
1.597440004348754883e+00,4.882812500000000000e-04
1.605631947517395020e+00,7.324218750000000000e-04
1.613824009895324707e+00,2.441406250000000000e-04
1.622015953063964844e+00,4.882812500000000000e-04
1.630208015441894531e+00,0.000000000000000000e+00
1.638399958610534668e+00,4.882812500000000000e-04
1.646592020988464355e+00,2.441406250000000000e-04
1.654783964157104492e+00,4.882812500000000000e-04
1.662976026535034180e+00,2.441406250000000000e-04
1.671167969703674316e+00,4.882812500000000000e-04
1.679360032081604004e+00,4.882812500000000000e-04
1.687551975250244141e+00,0.000000000000000000e+00
1.695744037628173828e+00,1.220703125000000000e-03
1.703935980796813965e+00,0.000000000000000000e+00
1.712128043174743652e+00,0.000000000000000000e+00
1.720319986343383789e+00,4.882812500000000000e-04
1.728512048721313477e+00,4.882812500000000000e-04
1.736703991889953613e+00,4.882812500000000000e-04
1.744896054267883301e+00,2.441406250000000000e-04
1.753087997436523438e+00,7.324218750000000000e-04
1.761279940605163574e+00,4.882812500000000000e-04
1.769472002983093262e+00,2.441406250000000000e-04
1.777663946151733398e+00,9.765625000000000000e-04
1.785856008529663086e+00,0.000000000000000000e+00
1.794047951698303223e+00,4.882812500000000000e-04
1.802240014076232910e+00,2.441406250000000000e-04
1.810431957244873047e+00,0.000000000000000000e+00
1.818624019622802734e+00,1.220703125000000000e-03
1.826815962791442871e+00,2.441406250000000000e-04
1.835008025169372559e+00,0.000000000000000000e+00
1.843199968338012695e+00,2.441406250000000000e-04
1.851392030715942383e+00,2.441406250000000000e-04
1.859583973884582520e+00,2.441406250000000000e-04
1.867776036262512207e+00,4.882812500000000000e-04
1.875967979431152344e+00,0.000000000000000000e+00
1.884160041809082031e+00,0.000000000000000000e+00
1.892351984977722168e+00,0.000000000000000000e+00
1.900544047355651855e+00,0.000000000000000000e+00
1.908735990524291992e+00,0.000000000000000000e+00
1.916928052902221680e+00,2.441406250000000000e-04
1.925119996070861816e+00,4.882812500000000000e-04
1.933312058448791504e+00,0.000000000000000000e+00
1.941504001617431641e+00,4.882812500000000000e-04
